ID,NAME,LAT(D),LON(D),ALT(M),DATE(YMD),TIME,BAT(v),GPS,RFS(m),RFD(m),T(c),TN(c),TX(C),TNX(C),RH(%),WD1(D),WS1(m/s),WD2(D),WS2(m/s),SLP(hPa),SS(min),ST1(c),SM1(m3/m3),ST2(c),SM2(m3/m3),ST3(c),SM3(m3/m3),ST4(c),SM4(m3/m3),WSM1(m/s),WSM2(m/s)
"10015",Bihar Sharif,25.177497,85.520509,60.00,2021-02-09,08:30:00,13.4,L,0,0,17.1000000000000014,15.5999999999999996,17.1000000000000014,null,79.4000000000000057,333,0,null,null,1012.89999999999998,null,null,null,null,null,null,null,null,null,null
"10005",Pipra,26.163217,86.799423,57.00,2021-02-09,08:30:00,12.9,L,0,0,14.9000000000000004,14.0999999999999996,14.9000000000000004,null,86.5,0,0,null,null,1012,null,null,null,null,null,null,null,null,null,null
"10018",Rajgir,25.035110,85.422188,69.00,2021-02-09,08:30:00,13.2,L,0,0,18.6000000000000014,18,18.6000000000000014,null,61.8999999999999986,211,0,null,null,1011.5,null,null,null,null,null,null,null,null,null,null
"10033",Harsidhi,26.672680,84.718820,77.00,2021-02-09,08:30:00,13.5,L,0,0,46.7999999999999972,46.7999999999999972,46.7999999999999972,null,0.100000000000000006,186,0.0100000000000000002,null,null,-99,null,null,null,null,null,null,null,null,null,null
"10028",Tharthari,25.289700,85.382524,52.00,2021-02-09,08:30:00,13.2,L,0,0,13.8000000000000007,13.1999999999999993,13.8000000000000007,null,95.5,0,0,null,null,1013.5,null,null,null,null,null,null,null,null,null,null
"10017",Katrisarai,25.086580,85.634330,62.00,2021-02-09,08:30:00,13.0,L,0,0,14.9000000000000004,14.1999999999999993,14.9000000000000004,null,85.7000000000000028,0,0,null,null,760,null,null,null,null,null,null,null,null,null,null
"10058",Nagar Nausa,25.392550,85.344230,52.00,2021-02-09,08:30:00,13.1,L,0,0,16.3999999999999986,15.4000000000000004,16.3999999999999986,null,74.2999999999999972,212,0,null,null,1012.60000000000002,null,null,null,null,null,null,null,null,null,null
"10032",South Sugnaw,26.720150,84.766950,74.00,2021-02-09,08:30:00,14.1,L,0,0,13.3000000000000007,12.5999999999999996,13.3000000000000007,null,99.9000000000000057,0,0,null,null,1010.79999999999995,null,null,null,null,null,null,null,null,null,null
"10048",Bankatwa,26.799485,85.042796,76.00,2021-02-09,08:30:00,13.3,L,0,0,14,12.8000000000000007,14,null,94.4000000000000057,0,0,null,null,-999,null,null,null,null,null,null,null,null,null,null
"10044",Dhaka,26.671040,85.156620,73.00,2021-02-09,08:30:00,13.1,L,0,0,15.0999999999999996,14.3000000000000007,15.0999999999999996,null,87.7000000000000028,264,0.630000000000000004,null,null,1010,null,null,null,null,null,null,null,null,null,null
